path	label	speaker_id	gender	transcript_id	tts_system	feature_type	split
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00023.pt	real	p227	M	00023	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00024.pt	real	p227	M	00024	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00025.pt	real	p227	M	00025	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00026.pt	real	p227	M	00026	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00027.pt	real	p227	M	00027	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00028.pt	real	p227	M	00028	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00044.pt	real	p227	M	00044	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00049.pt	real	p227	M	00049	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00052.pt	real	p227	M	00052	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00058.pt	real	p227	M	00058	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00059.pt	real	p227	M	00059	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00060.pt	real	p227	M	00060	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00073.pt	real	p227	M	00073	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00083.pt	real	p227	M	00083	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00094.pt	real	p227	M	00094	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00095.pt	real	p227	M	00095	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00098.pt	real	p227	M	00098	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00099.pt	real	p227	M	00099	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00103.pt	real	p227	M	00103	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00104.pt	real	p227	M	00104	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00113.pt	real	p227	M	00113	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00125.pt	real	p227	M	00125	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00126.pt	real	p227	M	00126	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00127.pt	real	p227	M	00127	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00131.pt	real	p227	M	00131	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00138.pt	real	p227	M	00138	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00152.pt	real	p227	M	00152	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00153.pt	real	p227	M	00153	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00181.pt	real	p227	M	00181	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p227\00183.pt	real	p227	M	00183	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00001.pt	real	p228	F	00001	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00002.pt	real	p228	F	00002	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00003.pt	real	p228	F	00003	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00004.pt	real	p228	F	00004	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00005.pt	real	p228	F	00005	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00006.pt	real	p228	F	00006	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00007.pt	real	p228	F	00007	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00008.pt	real	p228	F	00008	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00009.pt	real	p228	F	00009	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00010.pt	real	p228	F	00010	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00011.pt	real	p228	F	00011	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00012.pt	real	p228	F	00012	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00013.pt	real	p228	F	00013	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00014.pt	real	p228	F	00014	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00015.pt	real	p228	F	00015	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00017.pt	real	p228	F	00017	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00018.pt	real	p228	F	00018	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00019.pt	real	p228	F	00019	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00020.pt	real	p228	F	00020	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00021.pt	real	p228	F	00021	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00022.pt	real	p228	F	00022	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00023.pt	real	p228	F	00023	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00037.pt	real	p228	F	00037	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00044.pt	real	p228	F	00044	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00103.pt	real	p228	F	00103	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00107.pt	real	p228	F	00107	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00142.pt	real	p228	F	00142	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00149.pt	real	p228	F	00149	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00150.pt	real	p228	F	00150	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00178.pt	real	p228	F	00178	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00208.pt	real	p228	F	00208	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00221.pt	real	p228	F	00221	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00226.pt	real	p228	F	00226	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00232.pt	real	p228	F	00232	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00238.pt	real	p228	F	00238	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00246.pt	real	p228	F	00246	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00252.pt	real	p228	F	00252	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00253.pt	real	p228	F	00253	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00255.pt	real	p228	F	00255	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00261.pt	real	p228	F	00261	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00267.pt	real	p228	F	00267	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00274.pt	real	p228	F	00274	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00278.pt	real	p228	F	00278	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00280.pt	real	p228	F	00280	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00288.pt	real	p228	F	00288	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00297.pt	real	p228	F	00297	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00299.pt	real	p228	F	00299	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00300.pt	real	p228	F	00300	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00302.pt	real	p228	F	00302	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p228\00305.pt	real	p228	F	00305	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00001.pt	real	p230	F	00001	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00002.pt	real	p230	F	00002	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00003.pt	real	p230	F	00003	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00005.pt	real	p230	F	00005	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00006.pt	real	p230	F	00006	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00007.pt	real	p230	F	00007	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00008.pt	real	p230	F	00008	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00009.pt	real	p230	F	00009	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00010.pt	real	p230	F	00010	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00012.pt	real	p230	F	00012	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00013.pt	real	p230	F	00013	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00014.pt	real	p230	F	00014	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00016.pt	real	p230	F	00016	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00018.pt	real	p230	F	00018	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00019.pt	real	p230	F	00019	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00020.pt	real	p230	F	00020	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00022.pt	real	p230	F	00022	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00023.pt	real	p230	F	00023	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00028.pt	real	p230	F	00028	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00043.pt	real	p230	F	00043	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00044.pt	real	p230	F	00044	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00052.pt	real	p230	F	00052	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00055.pt	real	p230	F	00055	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00059.pt	real	p230	F	00059	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00067.pt	real	p230	F	00067	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00083.pt	real	p230	F	00083	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00099.pt	real	p230	F	00099	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00104.pt	real	p230	F	00104	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00113.pt	real	p230	F	00113	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00117.pt	real	p230	F	00117	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00127.pt	real	p230	F	00127	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00132.pt	real	p230	F	00132	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00136.pt	real	p230	F	00136	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00139.pt	real	p230	F	00139	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00153.pt	real	p230	F	00153	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00154.pt	real	p230	F	00154	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00155.pt	real	p230	F	00155	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00159.pt	real	p230	F	00159	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00183.pt	real	p230	F	00183	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00185.pt	real	p230	F	00185	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00186.pt	real	p230	F	00186	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00191.pt	real	p230	F	00191	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00192.pt	real	p230	F	00192	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00193.pt	real	p230	F	00193	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00200.pt	real	p230	F	00200	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00248.pt	real	p230	F	00248	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00251.pt	real	p230	F	00251	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00282.pt	real	p230	F	00282	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00299.pt	real	p230	F	00299	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p230\00309.pt	real	p230	F	00309	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00001.pt	real	p231	F	00001	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00002.pt	real	p231	F	00002	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00003.pt	real	p231	F	00003	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00004.pt	real	p231	F	00004	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00005.pt	real	p231	F	00005	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00006.pt	real	p231	F	00006	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00007.pt	real	p231	F	00007	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00008.pt	real	p231	F	00008	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00009.pt	real	p231	F	00009	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00010.pt	real	p231	F	00010	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00011.pt	real	p231	F	00011	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00012.pt	real	p231	F	00012	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00013.pt	real	p231	F	00013	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00014.pt	real	p231	F	00014	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00016.pt	real	p231	F	00016	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00017.pt	real	p231	F	00017	original	wav2vec	train
C:\Users\Josh\Desktop\Code\FYP\voice_classifier\data\processed\real\vctk-corpus-wav16\wav2vec\p231\00018.pt	real	p231	F	00018	original	wav2vec	train
